2354,"AAAI/ACM Conference on AI, Ethics, and Society",AIES,ICORE2026,C,Yes,4608,4602,4611
14,ACM Conference on Economics and Computation,EC,ICORE2026,A*,Yes,4602,4613,
25,ACM International Conference on Information and Knowledge Management,CIKM,ICORE2026,A,Yes,4605,4602,
2310,ACM/IEEE International Conference on Human-Robot Interaction,HRI,ICORE2026,A*,Yes,4608,4602,
120,Annual Meeting of the Cognitive Science Society,CogSci,ICORE2026,B,Yes,4602,,
1729,Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,ICORE2026,B,Yes,4602,,
144,Applications of Natural Language to Data Bases,NLDB,ICORE2026,C,No,4602,4605,
2186,Artificial Intelligence Applications and Innovations,AIAI,ICORE2026,National/Regional,Yes,4601,4602,
240,Asia Pacific Symposium on Intelligent and Evolutionary Systems (was Australia-Japan Joint Workshop on  Intelligent and Evolutionary Systems),IES,ICORE2026,C,Yes,4602,,
2188,Asian Conference on Intelligent Information and Database Systems,ACIIDS,ICORE2026,B,Yes,4605,4602,
196,Association for Computational Linguistics,ACL,ICORE2026,A*,Yes,4602,,
216,Australasian Conference on Robotics and Automation,ACRA,ICORE2026,Australasian C,Yes,4602,4603,
224,Australasian Joint Conference on Artificial Intelligence,AI,ICORE2026,Australasian B,Yes,4602,4611,4603
1966,Australasian Language Technology Workshop,ALTA,ICORE2026,Australasian C,Yes,4602,,
229,Australasian Speech Science and Technology,SST,ICORE2026,Australasian C,Yes,4602,,
2229,Computer Sciences and Information Technologies,CSIT,ICORE2026,National,Yes,4602,4612,4605
346,Conference in Uncertainty in Artificial Intelligence,UAI,ICORE2026,A,Yes,4602,,
348,Conference of the Association for Machine Translation in the Americas,AMTA,ICORE2026,National/Regional,No,4602,,
349,Conference of the Association of Asian-Pacific Operational Research Societies,APORS,ICORE2026,C,No,4602,,
352,Conference of the European Association for Machine Translation,EAMT,ICORE2026,C,Yes,4602,,
2217,Conference of the European Society for Fuzzy Logic and Technologies,EUSFLAT,ICORE2026,C,Yes,4602,4613,4601
361,Conference on Combinatorial Optimization and Applications,COCOA,ICORE2026,C,Yes,4602,,
371,Conference on Computational Natural Language Learning,CoNLL,ICORE2026,B,Yes,4602,4611,
2219,CONFERENCE ON COMPUTER SCIENCE AND INTELLIGENCE SYSTEMS,FedCSIS,ICORE2026,C,Yes,4602,4612,4601
2292,Conference on Intelligent Computer Mathematics,CICM,ICORE2026,C,Yes,4613,4612,4602
124,Conference on Learning Theory,COLT,ICORE2026,A*,Yes,4611,4602,
