1776	ECCV Workshops CVAMIA and MMBIA	ECCV Workshops CVAMIA and MMBIA	\N	\N
1777	ECCV Workshop SMVP	ECCV Workshop SMVP	\N	\N
1778	ECCV Workshops (3)	ECCV Workshops (3)	\N	\N
1779	Biometric Authentication	Biometric Authentication	\N	\N
1780	ECCV Workshops (2)	ECCV Workshops (2)	\N	\N
1781	ECCV Workshop on HCI	ECCV Workshop on HCI	\N	\N
1782	WDV	WDV	\N	\N
1783	ECCV (7)	ECCV (7)	\N	\N
1784	ECCV Workshop BioAW	ECCV Workshop BioAW	\N	\N
1785	10th Anniversary Colloquium of UNU/IIST	10th Anniversary Colloquium of UNU/IIST	\N	\N
1786	Computerized Assistance During the Information Systems Life Cycle	Computerized Assistance During the Information Systems Life Cycle	\N	\N
1787	Information Systems Design Methodologies: Improving the Practice	Information Systems Design Methodologies: Improving the Practice	\N	\N
1788	NC	NC	\N	\N
1789	BMAS	BMAS	\N	\N
1790	Büroautomation	Büroautomation	\N	\N
1791	FPCA	FPCA	\N	\N
1792	DFT	DFT	\N	\N
1793	AIM Conference	AIM Conference	\N	\N
1794	QofIS	QofIS	\N	\N
1795	QofIS Final Report	QofIS Final Report	\N	\N
1796	SASP	SASP	\N	\N
1797	HPSR	HPSR	\N	\N
1798	WEBIST (2)	WEBIST (2)	\N	\N
1799	WEBIST	WEBIST	\N	\N
1800	WEBIST (1)	WEBIST (1)	\N	\N
1801	WEBIST (3)	WEBIST (3)	\N	\N
1802	WEBIST (Selected Papers)	WEBIST (Selected Papers)	\N	\N
1803	Reflection and Software Engineering	Reflection and Software Engineering	\N	\N
1804	ROSE	ROSE	\N	\N
1805	IFIP TCS	IFIP TCS	\N	\N
1806	BUIS-Tage	BUIS-Tage	\N	\N
1807	WINSYS	WINSYS	\N	\N
1808	ICPS	ICPS	\N	\N
1809	CUBE	CUBE	\N	\N
1810	JBIDI	JBIDI	\N	\N
1811	MUC	MUC	\N	\N
1812	Berkeley Workshop	Berkeley Workshop	\N	\N
1813	Eurographics (Short Papers)	Eurographics (Short Papers)	\N	\N
1814	FUN	FUN	\N	\N
1815	SSTD	SSTD	\N	\N
1816	SSD	SSD	\N	\N
1817	SSTDi (slides)	SSTDi (slides)	\N	\N
1818	ANCS	ANCS	\N	\N
1819	Wireless Mobile Internet	Wireless Mobile Internet	\N	\N
1820	Shaping the Broadband Society	Shaping the Broadband Society	\N	\N
1821	Symposium on Designing Interactive Systems	Symposium on Designing Interactive Systems	\N	\N
1822	Conference on Designing Interactive Systems	Conference on Designing Interactive Systems	\N	\N
1823	AND	AND	\N	\N
1824	CLADE	CLADE	\N	\N
1825	DILS	DILS	\N	\N
1826	TrustBus	TrustBus	\N	\N
1827	SOCASE	SOCASE	\N	\N
1828	INFORSID	INFORSID	\N	\N
1829	ICMMI	ICMMI	\N	\N
1830	e-Democracy	e-Democracy	\N	\N
1831	TSD	TSD	\N	\N
1832	Workshop Mobile Commerce	Workshop Mobile Commerce	\N	\N
1833	Hybrid Metaheuristics	Hybrid Metaheuristics	\N	\N
1834	EC	EC	\N	\N
1835	Herausforderungen an die Wissensorganisation (ISKO Tagung)	Herausforderungen an die Wissensorganisation (ISKO Tagung)	\N	\N
1836	ICNC	ICNC	\N	\N
1837	MOBILWARE	MOBILWARE	\N	\N
1838	MOBILWARE Workshops	MOBILWARE Workshops	\N	\N
1839	WOCN	WOCN	\N	\N
1840	CATA	CATA	\N	\N
1841	Computers and Their Applications	Computers and Their Applications	\N	\N
1842	MASCOTS	MASCOTS	\N	\N
1843	MASCOTS Tutorials	MASCOTS Tutorials	\N	\N
1844	CDB	CDB	\N	\N
1845	Constraint Databases	Constraint Databases	\N	\N
1846	CAIP	CAIP	\N	\N
1847	CAIP (2)	CAIP (2)	\N	\N
1848	CAIP (1)	CAIP (1)	\N	\N
1849	GSI	GSI	\N	\N
1850	Intermediate Representations Workshop	Intermediate Representations Workshop	\N	\N
1851	Interaktion im Web	Interaktion im Web	\N	\N
1852	EGOV	EGOV	\N	\N
1853	EGOV (Workshops and Posters)	EGOV (Workshops and Posters)	\N	\N
1854	EGOVIS	EGOVIS	\N	\N
1855	EGOV/ePart Ongoing Research	EGOV/ePart Ongoing Research	\N	\N
1856	EGOVIS/EDEM	EGOVIS/EDEM	\N	\N
1857	INAP (LNCS Volume)	INAP (LNCS Volume)	\N	\N
1858	INAP	INAP	\N	\N
1859	INAP/WLP	INAP/WLP	\N	\N
1860	Geospatial Semantics and the Semantic Web	Geospatial Semantics and the Semantic Web	\N	\N
1861	Symposium on Computation Theory	Symposium on Computation Theory	\N	\N
1862	BCB	BCB	\N	\N
1863	ITSL	ITSL	\N	\N
1864	CLEI	CLEI	\N	\N
1865	European Summer School on Multi-AgentControl	European Summer School on Multi-AgentControl	\N	\N
1866	FMN	FMN	\N	\N
1867	Föderierte Datenbanken	Föderierte Datenbanken	\N	\N
1868	SUTC/UMC	SUTC/UMC	\N	\N
1869	SUTC (2)	SUTC (2)	\N	\N
1870	SUTC (1)	SUTC (1)	\N	\N
1871	SUTC	SUTC	\N	\N
1872	SIGCSE	SIGCSE	\N	\N
1873	ACITY (3)	ACITY (3)	\N	\N
1874	ACITY (2)	ACITY (2)	\N	\N
1875	ACITY (1)	ACITY (1)	\N	\N
1876	IEEE/Nagoya-University World Wisepersons Workshop	IEEE/Nagoya-University World Wisepersons Workshop	\N	\N
1877	LISP Conference	LISP Conference	\N	\N
1878	LISP and Functional Programming	LISP and Functional Programming	\N	\N
1879	Symposium on LISP and Functional Programming	Symposium on LISP and Functional Programming	\N	\N
1880	AAMAS	AAMAS	\N	\N
1881	Adaptive Agents and Multi-Agents Systems	Adaptive Agents and Multi-Agents Systems	\N	\N
1882	Adaptive Agents and Multi-Agent Systems	Adaptive Agents and Multi-Agent Systems	\N	\N
1883	DMoLD	DMoLD	\N	\N
1884	CARS	CARS	\N	\N
1885	SSGIP	SSGIP	\N	\N
1886	ICSAP	ICSAP	\N	\N
1887	ICTD	ICTD	\N	\N
1888	ICTD (1)	ICTD (1)	\N	\N
1889	ICTD (2)	ICTD (2)	\N	\N
1890	Robotics and Applications	Robotics and Applications	\N	\N
1891	ARTS	ARTS	\N	\N
1892	SIROCCO	SIROCCO	\N	\N
1893	HotOS	HotOS	\N	\N
1894	Workshop on Workstation Operating Systems	Workshop on Workstation Operating Systems	\N	\N
1895	Workshop on Hot Topics in Operating Systems	Workshop on Hot Topics in Operating Systems	\N	\N
1896	Formal Program Development	Formal Program Development	\N	\N
1897	Generic Programming	Generic Programming	\N	\N
1898	AIIDE	AIIDE	\N	\N
1899	Intelligent Narrative Technologies	Intelligent Narrative Technologies	\N	\N
1900	Artificial Intelligence in the Game Design Process	Artificial Intelligence in the Game Design Process	\N	\N
1901	VMCAI	VMCAI	\N	\N
1902	CVE	CVE	\N	\N
1903	JCDL	JCDL	\N	\N
1904	Visual Interfaces to Digital Libraries	Visual Interfaces to Digital Libraries	\N	\N
1905	CAMA	CAMA	\N	\N
1906	Timing Issues in the Specification and Synthesis of Digital Systems	Timing Issues in the Specification and Synthesis of Digital Systems	\N	\N
1907	DRW	DRW	\N	\N
1908	SEWCN	SEWCN	\N	\N
1909	PICS	PICS	\N	\N
1910	Cognitive Ergonomics	Cognitive Ergonomics	\N	\N
1911	SustainIT	SustainIT	\N	\N
1912	PMCCN	PMCCN	\N	\N
1913	PERFORM	PERFORM	\N	\N
1914	WIESS	WIESS	\N	\N
1915	ICITST	ICITST	\N	\N
1916	OKCon	OKCon	\N	\N
1917	Semantic Mining in Biomedicine	Semantic Mining in Biomedicine	\N	\N
1918	EJC	EJC	\N	\N
1919	KES (2)	KES (2)	\N	\N
1920	KES (3)	KES (3)	\N	\N
1921	KES (1)	KES (1)	\N	\N
1922	KES	KES	\N	\N
1923	KES (4)	KES (4)	\N	\N
1924	KES (Selected Papers)	KES (Selected Papers)	\N	\N
1925	UKSim	UKSim	\N	\N
1926	WEDELMUSIC	WEDELMUSIC	\N	\N
1927	Nachhaltiges Software Management	Nachhaltiges Software Management	\N	\N
1928	Vom Projekt zum Produkt	Vom Projekt zum Produkt	\N	\N
1929	Industrialisierung des Software Management	Industrialisierung des Software Management	\N	\N
1930	Beratung in der Softwareentwicklung	Beratung in der Softwareentwicklung	\N	\N
1931	ISMM	ISMM	\N	\N
1932	Diagrams	Diagrams	\N	\N
1933	Information Hiding	Information Hiding	\N	\N
1934	C++ Conference	C++ Conference	\N	\N
1935	C++ Workshop	C++ Workshop	\N	\N
1936	ICCNSM	ICCNSM	\N	\N
1937	ACL	ACL	\N	\N
1938	ACL (1)	ACL (1)	\N	\N
1939	COLING-ACL	COLING-ACL	\N	\N
1940	ACL/IJCNLP (Short Papers)	ACL/IJCNLP (Short Papers)	\N	\N
1941	ACL (Companion Volume)	ACL (Companion Volume)	\N	\N
1942	ACL (Short Papers)	ACL (Short Papers)	\N	\N
1943	ACL (2)	ACL (2)	\N	\N
1944	ACL (System Demonstrations)	ACL (System Demonstrations)	\N	\N
1945	ACL (Student Research Workshop)	ACL (Student Research Workshop)	\N	\N
1946	ACL (Student Session)	ACL (Student Session)	\N	\N
1947	ACL (Tutorial Abstracts)	ACL (Tutorial Abstracts)	\N	\N
1948	ACL/IJCNLP	ACL/IJCNLP	\N	\N
1949	ACL Workshop on Natural Language Processing in the Biomedical Domain	ACL Workshop on Natural Language Processing in the Biomedical Domain	\N	\N
1950	ACL (Companion)	ACL (Companion)	\N	\N
1951	ACL/IJCNLP (Student Research Workshop)	ACL/IJCNLP (Student Research Workshop)	\N	\N
1952	ACL (Demo Papers)	ACL (Demo Papers)	\N	\N
1953	ACL/IJCNLP (Software Demonstrations)	ACL/IJCNLP (Software Demonstrations)	\N	\N
1954	Application and Theory of Petri Nets	Application and Theory of Petri Nets	\N	\N
1955	Applications and Theory of Petri Nets	Applications and Theory of Petri Nets	\N	\N
1956	PNSE	PNSE	\N	\N
1957	ICATPN	ICATPN	\N	\N
1958	Selected Papers from the First and the Second European Workshop on Application and Theory of Petri Nets	Selected Papers from the First and the Second European Workshop on Application and Theory of Petri Nets	\N	\N
1959	European Workshop on Applications and Theory in Petri Nets	European Workshop on Applications and Theory in Petri Nets	\N	\N
1960	Petri Nets	Petri Nets	\N	\N
1961	Unifying Petri Nets	Unifying Petri Nets	\N	\N
1962	PNSE+ModPE	PNSE+ModPE	\N	\N
1963	BioPPN@Petri Nets	BioPPN@Petri Nets	\N	\N
1964	Advances in Petri Nets: The DEMON Project	Advances in Petri Nets: The DEMON Project	\N	\N
1965	Application of Petri Nets to Communication Networks	Application of Petri Nets to Communication Networks	\N	\N
1966	ISIA	ISIA	\N	\N
1967	ICARIS	ICARIS	\N	\N
1968	Proc. 15èmes Journées Bases de Données Avancées, BDA	Proc. 15èmes Journées Bases de Données Avancées, BDA	\N	\N
1969	ISRR	ISRR	\N	\N
1970	VRST	VRST	\N	\N
1971	SAT	SAT	\N	\N
1972	SAT (Selected Papers	SAT (Selected Papers	\N	\N
1973	POS@SAT	POS@SAT	\N	\N
1974	CitiSens	CitiSens	\N	\N
1975	ISAAC	ISAAC	\N	\N
1976	ISAAC (2)	ISAAC (2)	\N	\N
1977	ISAAC (1)	ISAAC (1)	\N	\N
1978	ADBIS (2)	ADBIS (2)	\N	\N
1979	ADBIS	ADBIS	\N	\N
1980	ADBIS (Workshops)	ADBIS (Workshops)	\N	\N
1981	ADBIS Research Communications	ADBIS Research Communications	\N	\N
1982	ADBIS (Short Papers)	ADBIS (Short Papers)	\N	\N
1983	ADBIS-DASFAA Symposium	ADBIS-DASFAA Symposium	\N	\N
1984	ADBIS-DASFAA	ADBIS-DASFAA	\N	\N
1985	ADBIS (local proceedings)	ADBIS (local proceedings)	\N	\N
1986	TAMODIA	TAMODIA	\N	\N
1987	TAMODIA/HCSE	TAMODIA/HCSE	\N	\N
1988	ICIMTH	ICIMTH	\N	\N
1989	WSC	WSC	\N	\N
1990	PEPM	PEPM	\N	\N
1991	ASIA-PEPM	ASIA-PEPM	\N	\N
1992	Partial Evaluation	Partial Evaluation	\N	\N
1993	Conference on Information Security Management & Small Systems Security	Conference on Information Security Management & Small Systems Security	\N	\N
1994	BAIP	BAIP	\N	\N
1995	EUROVAV	EUROVAV	\N	\N
1996	EURASIP Workshop	EURASIP Workshop	\N	\N
1997	FQAS	FQAS	\N	\N
1998	ECCB/JBI	ECCB/JBI	\N	\N
1999	ECCB	ECCB	\N	\N
2000	AIMM	AIMM	\N	\N
2001	PFE	PFE	\N	\N
2002	ICAL	ICAL	\N	\N
2003	ISNN (1)	ISNN (1)	\N	\N
2004	ISNN (3)	ISNN (3)	\N	\N
2005	ISNN (2)	ISNN (2)	\N	\N
2006	ISNN (4)	ISNN (4)	\N	\N
2007	CRW	CRW	\N	\N
2008	Sichtsysteme	Sichtsysteme	\N	\N
2009	PSTV	PSTV	\N	\N
2010	ACM Symposium on User Interface Software and Technology	ACM Symposium on User Interface Software and Technology	\N	\N
2011	UIST	UIST	\N	\N
2012	UIST (Adjunct Volume)	UIST (Adjunct Volume)	\N	\N
2013	Active Middleware Services	Active Middleware Services	\N	\N
2014	DPDS	DPDS	\N	\N
2015	CAEPIA	CAEPIA	\N	\N
2016	Hypertext/Hypermedia	Hypertext/Hypermedia	\N	\N
2017	HIM	HIM	\N	\N
2018	Hypertext und Hypermedia	Hypertext und Hypermedia	\N	\N
2019	WISES	WISES	\N	\N
2020	Jerusalem Conference on Information Technology	Jerusalem Conference on Information Technology	\N	\N
2021	Annual Simulation Symposium	Annual Simulation Symposium	\N	\N
2022	ISMAR	ISMAR	\N	\N
2023	ISAR	ISAR	\N	\N
2024	ISMAR-AMH	ISMAR-AMH	\N	\N
2025	COOP	COOP	\N	\N
2026	ICIAP (2)	ICIAP (2)	\N	\N
2027	ICIAP	ICIAP	\N	\N
2028	ICIAP Workshops	ICIAP Workshops	\N	\N
2029	ICIAP (1)	ICIAP (1)	\N	\N
2030	IEEE VAST	IEEE VAST	\N	\N
2031	Theory and Practice of Parallel Programming	Theory and Practice of Parallel Programming	\N	\N
2032	BCI (Local)	BCI (Local)	\N	\N
2033	BCI	BCI	\N	\N
2034	SCOR	SCOR	\N	\N
2035	CASFE	CASFE	\N	\N
2036	Spatio-Temporal Database Management	Spatio-Temporal Database Management	\N	\N
2037	STDBM	STDBM	\N	\N
2038	ATACCS	ATACCS	\N	\N
2039	ZEUS	ZEUS	\N	\N
2040	ICIT	ICIT	\N	\N
2041	CIT	CIT	\N	\N
2042	High Performance Computing Workshop	High Performance Computing Workshop	\N	\N
2043	APCCM	APCCM	\N	\N
2044	ANNES	ANNES	\N	\N
2045	ALPIT	ALPIT	\N	\N
2046	LESS	LESS	\N	\N
2047	Euro-Par, Vol. II	Euro-Par, Vol. II	\N	\N
2048	Euro-Par (1)	Euro-Par (1)	\N	\N
2049	Euro-Par	Euro-Par	\N	\N
2050	Euro-Par Workshops	Euro-Par Workshops	\N	\N
2051	Euro-Par Workshops (1)	Euro-Par Workshops (1)	\N	\N
2052	Euro-Par (2)	Euro-Par (2)	\N	\N
2053	Euro-Par Workshops (2)	Euro-Par Workshops (2)	\N	\N
2054	Euro-Par, Vol. I	Euro-Par, Vol. I	\N	\N
2055	MDAI	MDAI	\N	\N
2056	ASIS SIG/CR Classification Research Workshop	ASIS SIG/CR Classification Research Workshop	\N	\N
2057	PuK	PuK	\N	\N
2058	CSA	CSA	\N	\N
2059	HCOMP (Works in Progress / Demos)	HCOMP (Works in Progress / Demos)	\N	\N
2060	HCOMP	HCOMP	\N	\N
2061	DBTA	DBTA	\N	\N
2062	WebMine	WebMine	\N	\N
2063	NASA Formal Methods	NASA Formal Methods	\N	\N
2064	Self-star Properties in Complex Information Systems	Self-star Properties in Complex Information Systems	\N	\N
2065	KONT/KPP	KONT/KPP	\N	\N
2066	WSTST	WSTST	\N	\N
2067	CSTST	CSTST	\N	\N
2068	JFLA	JFLA	\N	\N
2069	UK Workshop on Case-Based Reasoning	UK Workshop on Case-Based Reasoning	\N	\N
2070	High-Performance Web Databases	High-Performance Web Databases	\N	\N
2071	Constraint-Based Mining and Inductive Databases	Constraint-Based Mining and Inductive Databases	\N	\N
2072	Database Support for Data Mining Applications	Database Support for Data Mining Applications	\N	\N
2073	Asia-Pacific Computer Systems Architecture Conference	Asia-Pacific Computer Systems Architecture Conference	\N	\N
2074	ACAC	ACAC	\N	\N
2075	UbiMob	UbiMob	\N	\N
2076	Algebraic Logic and Universal Algebra in Computer Science	Algebraic Logic and Universal Algebra in Computer Science	\N	\N
2077	MIRAGE	MIRAGE	\N	\N
2078	MobIS Workshops	MobIS Workshops	\N	\N
2079	APSCC	APSCC	\N	\N
2080	Designing Augmented Reality Environments	Designing Augmented Reality Environments	\N	\N
2081	I-USED	I-USED	\N	\N
2082	I-UxSED	I-UxSED	\N	\N
2083	MSPE	MSPE	\N	\N
2084	DRR	DRR	\N	\N
2085	DIAL	DIAL	\N	\N
2086	IPSN	IPSN	\N	\N
2087	CONET/UBICITEC	CONET/UBICITEC	\N	\N
2088	AutoID	AutoID	\N	\N
2089	CAMAD	CAMAD	\N	\N
2090	ICHIM	ICHIM	\N	\N
2091	ICHIM (1)	ICHIM (1)	\N	\N
2092	ICHIM, Hands on: Hypermedia and Interactivity in Museums	ICHIM, Hands on: Hypermedia and Interactivity in Museums	\N	\N
2093	ICHIM, Multimedia Computing and Museums	ICHIM, Multimedia Computing and Museums	\N	\N
2094	ICHIM (2)	ICHIM (2)	\N	\N
2095	RR	RR	\N	\N
2096	FAIR	FAIR	\N	\N
2097	GEM	GEM	\N	\N
2098	ICDL	ICDL	\N	\N
2099	ZB	ZB	\N	\N
2100	Z User Workshop	Z User Workshop	\N	\N
2101	ZUM	ZUM	\N	\N
2102	Object Orientation in Z	Object Orientation in Z	\N	\N
2103	PCS	PCS	\N	\N
2104	OAS	OAS	\N	\N
2105	Fun and Games	Fun and Games	\N	\N
2106	eBISS	eBISS	\N	\N
2107	WebMedia	WebMedia	\N	\N
2108	VLDS	VLDS	\N	\N
2109	Nonmonotonic and Inductive Logic	Nonmonotonic and Inductive Logic	\N	\N
2110	SLaTE	SLaTE	\N	\N
2111	ArtsIT	ArtsIT	\N	\N
2112	MALLOW	MALLOW	\N	\N
2113	FoIKS	FoIKS	\N	\N
2114	FICS	FICS	\N	\N
2115	MAVEBA	MAVEBA	\N	\N
2116	CCBR	CCBR	\N	\N
2117	AMLTA	AMLTA	\N	\N
2118	CAMP	CAMP	\N	\N
2119	IWVF	IWVF	\N	\N
2120	COST 237 Workshop	COST 237 Workshop	\N	\N
2121	COST 2102 Conference (Prague)	COST 2102 Conference (Prague)	\N	\N
2122	COST 2101/2102 Conference	COST 2101/2102 Conference	\N	\N
2123	COST 2102 Training School	COST 2102 Training School	\N	\N
2124	Telecommunication Economics	Telecommunication Economics	\N	\N
2125	COST 2102 Workshop (Vietri)	COST 2102 Workshop (Vietri)	\N	\N
2126	COST 2102 Workshop (Patras)	COST 2102 Workshop (Patras)	\N	\N
2127	COST 2102 School (Vietri)	COST 2102 School (Vietri)	\N	\N
2128	COST TD0904 International Workshop	COST TD0904 International Workshop	\N	\N
2129	COST 2102 Conference	COST 2102 Conference	\N	\N
2130	COST Action 291 Final Report	COST Action 291 Final Report	\N	\N
2131	EE-LSDS	EE-LSDS	\N	\N
2132	PervasiveHealth	PervasiveHealth	\N	\N
2133	DAGM-Symposium	DAGM-Symposium	\N	\N
2134	DAGM/OAGM Symposium	DAGM/OAGM Symposium	\N	\N
2135	Dyn3D	Dyn3D	\N	\N
2136	Time-of-Flight and Depth Imaging	Time-of-Flight and Depth Imaging	\N	\N
2137	Digital Image Processing	Digital Image Processing	\N	\N
2138	GCPR	GCPR	\N	\N
2139	ECIR	ECIR	\N	\N
2140	BCS-IRSG Annual Colloquium on IR Research	BCS-IRSG Annual Colloquium on IR Research	\N	\N
2141	Digital Cities	Digital Cities	\N	\N
2142	Community Computing and Support Systems	Community Computing and Support Systems	\N	\N
2143	Microcomputing	Microcomputing	\N	\N
2144	D-CSCW	D-CSCW	\N	\N
2145	Herausforderung Telekooperation	Herausforderung Telekooperation	\N	\N
2146	Natural Language Processing	Natural Language Processing	\N	\N
2147	NGI	NGI	\N	\N
2148	PaRMa	PaRMa	\N	\N
2149	Security and Management	Security and Management	\N	\N
2150	LICS	LICS	\N	\N
2151	LAM@LICS	LAM@LICS	\N	\N
2152	PSPL@LICS	PSPL@LICS	\N	\N
2153	PROSPECTRA Book	PROSPECTRA Book	\N	\N
2154	Symposium on Mobile and Location-Independent Computing	Symposium on Mobile and Location-Independent Computing	\N	\N
2155	DCAI	DCAI	\N	\N
2156	Complex Adaptive Systems	Complex Adaptive Systems	\N	\N
2157	WASPAA	WASPAA	\N	\N
2158	L@S	L@S	\N	\N
2159	ICSC	ICSC	\N	\N
2160	SERVICES	SERVICES	\N	\N
2161	SERVICES I	SERVICES I	\N	\N
2162	SERVICES II	SERVICES II	\N	\N
2163	XQuery Implementation Paradigms	XQuery Implementation Paradigms	\N	\N
2164	Duplication, Redundancy, and Similarity in Software	Duplication, Redundancy, and Similarity in Software	\N	\N
2165	Annotating, Extracting and Reasoning about Time and Events	Annotating, Extracting and Reasoning about Time and Events	\N	\N
2166	Graphics and Robotics	Graphics and Robotics	\N	\N
2167	Assisted Living Systems - Models, Architectures and Engineering Approaches	Assisted Living Systems - Models, Architectures and Engineering Approaches	\N	\N
2168	Software Verification: Infinite-State Model Checking and Static Program Analysis	Software Verification: Infinite-State Model Checking and Static Program Analysis	\N	\N
2169	Challenges in Symbolic Computation Software	Challenges in Symbolic Computation Software	\N	\N
2170	Negotiation, Auctions, and Market Engineering	Negotiation, Auctions, and Market Engineering	\N	\N
2171	AlgoSyn	AlgoSyn	\N	\N
2172	Integration von Umweltdaten	Integration von Umweltdaten	\N	\N
2173	Advances in Plan-Based Control of Robotic Agents	Advances in Plan-Based Control of Robotic Agents	\N	\N
2174	Human-Centered Visualization Environments	Human-Centered Visualization Environments	\N	\N
2175	Entwurf und Betrieb verteilter Systeme	Entwurf und Betrieb verteilter Systeme	\N	\N
2176	Empirical Software Engineering Issues	Empirical Software Engineering Issues	\N	\N
2177	Digital Historical Corpora	Digital Historical Corpora	\N	\N
2178	Semantic Interoperability and Integration	Semantic Interoperability and Integration	\N	\N
2179	Experimental Algorithmics	Experimental Algorithmics	\N	\N
2180	Scientific Visualization	Scientific Visualization	\N	\N
2181	Practical Approaches to Multi-Objective Optimization	Practical Approaches to Multi-Objective Optimization	\N	\N
2182	Preferences	Preferences	\N	\N
2183	Computing and Markets	Computing and Markets	\N	\N
2184	Numerical Validation in Current Hardware Architectures	Numerical Validation in Current Hardware Architectures	\N	\N
2185	Dagstuhl Seminar on Graph Transformations in Computer Science	Dagstuhl Seminar on Graph Transformations in Computer Science	\N	\N
2186	Deduction and Applications	Deduction and Applications	\N	\N
2187	Algorithms for Optimization with Incomplete Information	Algorithms for Optimization with Incomplete Information	\N	\N
2188	Scheduling	Scheduling	\N	\N
2189	Model-Based Engineering of Embedded Real-Time Systems	Model-Based Engineering of Embedded Real-Time Systems	\N	\N
2190	Computational Proteomics	Computational Proteomics	\N	\N
2191	Virtual Realities	Virtual Realities	\N	\N
2192	Future Generation Grids	Future Generation Grids	\N	\N
2193	Architecture and Protocols for High-Speed Networks	Architecture and Protocols for High-Speed Networks	\N	\N
2194	Nonmonotonic Reasoning, Answer Set Programming and Constraints	Nonmonotonic Reasoning, Answer Set Programming and Constraints	\N	\N
2195	Intuitive Human Interfaces for Organizing and Accessing Intellectual Assets	Intuitive Human Interfaces for Organizing and Accessing Intellectual Assets	\N	\N
2196	Gene Regulations and Metabolism	Gene Regulations and Metabolism	\N	\N
2197	Proof Theory in Computer Science	Proof Theory in Computer Science	\N	\N
2198	Form and Content in Sensor Networks	Form and Content in Sensor Networks	\N	\N
2199	Operating Systems of the 90s and Beyond	Operating Systems of the 90s and Beyond	\N	\N
2200	Sensor Based Intelligent Robots	Sensor Based Intelligent Robots	\N	\N
2201	Numerical Software with Result Verification	Numerical Software with Result Verification	\N	\N
2202	Power-aware Computing Systems	Power-aware Computing Systems	\N	\N
2203	Multiobjective Optimization	Multiobjective Optimization	\N	\N
2204	Language Engineering for Model-Driven Software Development	Language Engineering for Model-Driven Software Development	\N	\N
2205	Online Algorithms	Online Algorithms	\N	\N
2206	High-Speed Networking for Multimedia Applications	High-Speed Networking for Multimedia Applications	\N	\N
2207	Dagstuhl Seminar on Distributed Systems	Dagstuhl Seminar on Distributed Systems	\N	\N
2208	Probabilistic, Logical and Relational Learning	Probabilistic, Logical and Relational Learning	\N	\N
2209	Data Visualization: The State of the Art	Data Visualization: The State of the Art	\N	\N
2210	Software Engineering for Self-Adaptive Systems	Software Engineering for Self-Adaptive Systems	\N	\N
2211	Scientific Visualization: Interactions, Features, Metaphors	Scientific Visualization: Interactions, Features, Metaphors	\N	\N
2212	Complexity of Boolean Functions	Complexity of Boolean Functions	\N	\N
2213	Frauen in Mathematik und Informatik	Frauen in Mathematik und Informatik	\N	\N
2214	Automata, Logics, and Infinite Games	Automata, Logics, and Infinite Games	\N	\N
2215	Mathematics, Algorithms, Proofs	Mathematics, Algorithms, Proofs	\N	\N
2216	The Evolution of Conceptual Modeling	The Evolution of Conceptual Modeling	\N	\N
2217	Normative Multi-agent Systems	Normative Multi-agent Systems	\N	\N
2218	Content-Based Retrieval	Content-Based Retrieval	\N	\N
2219	Social Science Microsimulation	Social Science Microsimulation	\N	\N
2220	Grand Challenges for Discrete Event Logistics Systems	Grand Challenges for Discrete Event Logistics Systems	\N	\N
2221	Dependability Metrics	Dependability Metrics	\N	\N
2222	Effiziente Methoden der geometrischen Modellierung und der wissenschaftlichen Visualisierung	Effiziente Methoden der geometrischen Modellierung und der wissenschaftlichen Visualisierung	\N	\N
2223	Mobility, Ubiquity and Security	Mobility, Ubiquity and Security	\N	\N
2224	Experimental Software Engineering Issues	Experimental Software Engineering Issues	\N	\N
2225	Perspektiven der Informatik	Perspektiven der Informatik	\N	\N
2226	Foundations of Global Computing	Foundations of Global Computing	\N	\N
2227	Tools and Techniques for Social Science Simulation	Tools and Techniques for Social Science Simulation	\N	\N
2228	Formal Models of Belief Change in Rational Agents	Formal Models of Belief Change in Rational Agents	\N	\N
2229	CAD Systems Development	CAD Systems Development	\N	\N
2230	Fair Division	Fair Division	\N	\N
2231	Spatial Cognition: Specialization and Integration	Spatial Cognition: Specialization and Integration	\N	\N
2232	Computational Social Systems and the Internet	Computational Social Systems and the Internet	\N	\N
2233	Efficient Algorithms for Global Optimization Methods in Computer Vision	Efficient Algorithms for Global Optimization Methods in Computer Vision	\N	\N
2234	Logics for Databases and Information Systems	Logics for Databases and Information Systems	\N	\N
2235	Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data	Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data	\N	\N
2236	Tools for the Model-based Development of Certifiable, Dependable Systems	Tools for the Model-based Development of Certifiable, Dependable Systems	\N	\N
2237	Formal Methods for Industrial Applications	Formal Methods for Industrial Applications	\N	\N
2238	Dagstuhl Seminar on Parallelization in Inference Systems	Dagstuhl Seminar on Parallelization in Inference Systems	\N	\N
2239	Social Thinking - Software Practice	Social Thinking - Software Practice	\N	\N
2240	Formal Systems Specification	Formal Systems Specification	\N	\N
2241	Artificial and Computational Intelligence in Games	Artificial and Computational Intelligence in Games	\N	\N
2242	Informatics	Informatics	\N	\N
2243	Objects, Agents, and Features	Objects, Agents, and Features	\N	\N
2244	Algorithms for Memory Hierarchies	Algorithms for Memory Hierarchies	\N	\N
2245	Algorithms for Sensor and Ad Hoc Networks	Algorithms for Sensor and Ad Hoc Networks	\N	\N
